lat,lon,name,capacity,fee,access
33.7691152,-118.1962259,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691152,-118.1962323,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.769118,-118.1952425,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.769118,-118.195305,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691439,-118.1961701,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691439,-118.1962259,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691716,-118.1961701,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691719,-118.1953051,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683752,-118.1983706,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683753,-118.1982631,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7684477,-118.1983707,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7684478,-118.1982632,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7688381,-118.1972051,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7688402,-118.1965295,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685489,-118.1965282,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685489,-118.1965411,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685243,-118.196541,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685242,-118.1965824,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.768504,-118.1965823,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685022,-118.1971845,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686456,-118.1971851,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686455,-118.1972042,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7688035,-118.196232,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.768764,-118.196232,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687663,-118.1965292,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691719,-118.195338,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691719,-118.1953796,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691818,-118.1962098,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691327,-118.1962099,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691328,-118.1962744,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687374,-118.1962751,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687373,-118.1962082,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686859,-118.1962083,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686846,-118.1953436,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687402,-118.1953434,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687402,-118.1952844,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691245,-118.1952837,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691245,-118.1953397,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691808,-118.1953396,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7688443,-118.1972066,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685706,-118.1972053,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685708,-118.1971542,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685197,-118.1971539,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685216,-118.19662,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685708,-118.1966203,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7685619,-118.1965827,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687887,-118.1965838,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687885,-118.1966401,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7688462,-118.1966404,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682538,-118.1983704,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7728321,-118.1921054,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7728582,-118.1921055,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7718589,-118.1912559,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.772859,-118.1912574,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730406,-118.1908652,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730406,-118.1908895,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7729907,-118.1908896,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7729907,-118.1910141,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.773039,-118.191014,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730199,-118.1916936,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7676212,-118.1904176,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7676196,-118.1897525,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7676209,-118.1903205,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679701,-118.1898283,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679713,-118.190342,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679796,-118.190342,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679798,-118.1904164,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679802,-118.1897513,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679804,-118.1898283,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.767839,-118.1922599,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7675223,-118.1922599,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.767509,-118.1918039,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7675625,-118.1917154,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7677743,-118.1917127,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7678323,-118.1917744,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679709,-118.1897513,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686116,-118.1930273,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.768199,-118.1930267,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7681995,-118.192793,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686119,-118.1927819,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7714228,-118.1917529,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7707601,-118.1908005,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7713565,-118.1907916,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7713567,-118.1908552,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7714197,-118.1908548,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7714293,-118.1916987,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7714313,-118.1915623,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7714314,-118.1915893,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730411,-118.1916935,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730412,-118.1918935,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730736,-118.1919161,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7735214,-118.1908647,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7735214,-118.1907534,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739511,-118.1919151,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739844,-118.1918926,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739843,-118.1918747,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7676199,-118.1898813,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7681877,-118.1927929,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7681878,-118.1927643,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682005,-118.1932783,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682008,-118.193131,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682012,-118.1935725,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682015,-118.1934136,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682073,-118.1934136,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682076,-118.1932783,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682094,-118.1931202,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682094,-118.1931311,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682497,-118.1931203,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7682498,-118.1930692,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683027,-118.1927815,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683028,-118.1927627,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683471,-118.1935626,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7683471,-118.1935729,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686667,-118.1930705,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686676,-118.1935637,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686677,-118.1935198,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687075,-118.1935199,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7687083,-118.1931189,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.771858,-118.192104,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730423,-118.1917978,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730199,-118.1916415,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730394,-118.1916415,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730522,-118.1908717,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7730611,-118.1919071,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7728524,-118.1921279,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7718692,-118.192123,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7718719,-118.1912973,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7728551,-118.1913019,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7707627,-118.1917695,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7707596,-118.1916518,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739953,-118.1918747,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739946,-118.1908619,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802472,-118.1878541,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.780443,-118.1878534,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7804431,-118.1878849,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7804988,-118.1878525,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7804989,-118.1878847,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739929,-118.1908619,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739928,-118.190753,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739953,-118.1917997,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739953,-118.1918138,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802692,-118.1878664,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7740109,-118.1908878,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7739975,-118.1919124,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679544,-118.1856497,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679587,-118.1852395,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691962,-118.1846853,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7690602,-118.184857,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686968,-118.1848543,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7686901,-118.1838806,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7691985,-118.1838887,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679623,-118.1856072,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.767891,-118.1856072,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7678888,-118.1856635,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679311,-118.1852403,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679378,-118.1852992,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7679623,-118.1853019,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802139,-118.1873161,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802144,-118.1874732,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802439,-118.186871,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802448,-118.1872619,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802463,-118.1875254,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802719,-118.187473,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.780272,-118.1875253,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802741,-118.1872618,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802743,-118.1873159,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.780309,-118.1868421,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7803091,-118.1868708,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7804456,-118.1868416,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7804456,-118.1868731,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7802647,-118.1868901,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7569539,-118.1112587,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7572154,-118.1113527,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7574714,-118.1116252,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7575538,-118.1117278,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7574244,-118.1126233,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7574744,-118.1125985,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.757683,-118.1117827,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7570357,-118.1111545,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7565956,-118.1117319,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7553112,-118.1103338,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7549138,-118.1098985,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7576481,-118.1119185,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7555253,-118.1100482,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.755887,-118.1095668,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7558604,-118.109601,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7549549,-118.1099418,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7555055,-118.1091405,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7555739,-118.1099834,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.756822,-118.111428,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.757181,-118.112361,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7806193,-118.1878521,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7806194,-118.1878496,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807681,-118.1878491,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807681,-118.1878724,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807941,-118.1878723,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807953,-118.187861,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807657,-118.186861,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807657,-118.1868715,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807916,-118.186861,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7807864,-118.1868955,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057475,-118.1905052,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057482,-118.1903669,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057503,-118.1914839,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057526,-118.190367,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057527,-118.1903293,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057552,-118.1905053,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8058118,-118.1902866,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.805843,-118.1903248,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8058431,-118.1902437,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8058457,-118.1902469,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8058646,-118.1902186,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8058827,-118.190295,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8059053,-118.1902686,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8059202,-118.1903316,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8060041,-118.1903321,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8060044,-118.1902665,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8060616,-118.1902668,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8060987,-118.1903714,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8060988,-118.1903331,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8061014,-118.1914864,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8061024,-118.1903714,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8062945,-118.1884768,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8063445,-118.1885317,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8063446,-118.1884769,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8057479,-118.1904337,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8062946,-118.1884155,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8061023,-118.1904403,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8061015,-118.191372,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8065308,-118.1871624,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8062956,-118.1872207,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8063454,-118.1871622,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8063454,-118.1872207,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.809768,-118.1886284,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8090303,-118.1886365,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8090303,-118.1881697,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8097702,-118.188159,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8097658,-118.1883816,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8090303,-118.1882609,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8070544,-118.1884769,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8070544,-118.1885326,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071032,-118.1884769,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071034,-118.1881775,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071042,-118.1881775,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071043,-118.1880654,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8069982,-118.187166,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071049,-118.187498,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8068914,-118.1871629,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8068914,-118.1871637,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8068984,-118.1871579,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8068984,-118.1871637,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8069406,-118.187158,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8069406,-118.1871653,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.806945,-118.1871653,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.806945,-118.1871668,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.807056,-118.187167,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.807056,-118.1872228,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071051,-118.1872229,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8369251,-118.1894667,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8367491,-118.1894131,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8361877,-118.1889759,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8362389,-118.188764,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8363125,-118.1886352,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8363526,-118.1886621,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8363682,-118.1886352,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8370142,-118.1891234,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8369964,-118.1891583,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8370276,-118.1891931,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8370031,-118.1893326,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7900034,-118.1720983,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905786,-118.1729409,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7900016,-118.1729578,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905382,-118.172101,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905433,-118.1727779,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905425,-118.1726731,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905391,-118.1722205,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7905441,-118.17286,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.790579,-118.1728663,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.787019,-118.1408831,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870191,-118.1410622,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870672,-118.1408134,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870672,-118.1408831,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870704,-118.1410622,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870705,-118.1413139,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870782,-118.1413138,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7870783,-118.1413601,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7889714,-118.1445552,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7889933,-118.144619,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7890515,-118.144284,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7890615,-118.1442889,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7890756,-118.1442128,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894585,-118.1448457,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894593,-118.144843,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894773,-118.1448804,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894804,-118.1448562,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894821,-118.1448511,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894865,-118.1448531,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7894984,-118.1448905,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7895068,-118.1448655,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7895326,-118.1448779,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7895439,-118.1448443,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7895574,-118.1448508,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7896451,-118.1445527,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7896556,-118.1445577,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7896634,-118.1444981,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7871406,-118.140813,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7872307,-118.1408134,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7872308,-118.1410982,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.787231,-118.1412856,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.787231,-118.14136,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7873443,-118.1412856,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7873869,-118.1410982,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.787387,-118.1412707,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877044,-118.1411749,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877055,-118.1415129,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877333,-118.141175,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877334,-118.1411372,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877561,-118.1415127,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877562,-118.1415507,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7878054,-118.1411375,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881149,-118.1414992,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.788115,-118.141549,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881159,-118.1411389,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.788116,-118.1411908,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881609,-118.1411906,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881615,-118.1413489,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881699,-118.1413489,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7881703,-118.141499,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.7877046,-118.1412484,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8238685,-118.1668693,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8244255,-118.1666225,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8244278,-118.1668649,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8235075,-118.1668666,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8235075,-118.1667968,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8237125,-118.1667861,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8237147,-118.1666198,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8244265,-118.1667257,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8237136,-118.166702,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8078183,-118.1471886,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8071554,-118.1473265,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8070248,-118.1464242,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8075484,-118.1463155,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8075656,-118.1463518,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8075774,-118.1463677,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8075929,-118.1463855,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8076178,-118.1463426,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.807665,-118.1463819,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8076399,-118.1464249,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8076703,-118.1464412,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8076898,-118.1464481,Unnamed Parking Structure,Unknown,Unknown,Unknown
33.8077117,-118.1464531,Unnamed Parking Structure,Unknown,Unknown,Unknown
