name,lat,lon,coordinates
Reeves Avenue,33.7515084,-118.2502608,"[(33.7515084, -118.2502608), (33.7519089, -118.2490932), (33.7521656, -118.2481637), (33.7522839, -118.2477353), (33.7522896, -118.2477005), (33.7523007, -118.2476334), (33.7522962, -118.2475408), (33.7522795, -118.2474671), (33.7522315, -118.2473853), (33.7521903, -118.2473423), (33.7521858, -118.2473383), (33.7520861, -118.2472397)]"
Golden Shore,33.7668538,-118.2018601,"[(33.7668538, -118.2018601), (33.7671618, -118.2018637), (33.7672304, -118.2018672), (33.7672555, -118.2018685)]"
Berth Street,33.7631878,-118.2442523,"[(33.7631878, -118.2442523), (33.762891, -118.2441247), (33.7631515, -118.2431307), (33.7627877, -118.2429783), (33.7623901, -118.2427997), (33.7625376, -118.2422525), (33.76232, -118.24214), (33.7622754, -118.2420649), (33.7622849, -118.2419732)]"
Liberty Court,33.7789794,-118.1857393,"[(33.7789794, -118.1857393), (33.7784906, -118.1857221)]"
Redondo Avenue,33.8037343,-118.1513649,"[(33.8037343, -118.1513649), (33.8042524, -118.1513596), (33.8043504, -118.1513586)]"
North Studebaker Road,33.7682856,-118.1032301,"[(33.7682856, -118.1032301), (33.7678825, -118.1032437)]"
North Studebaker Road,33.7682859,-118.1031214,"[(33.7682859, -118.1031214), (33.7693619, -118.1030966)]"
Terrace Ridge Lane,33.7948182,-118.1541199,"[(33.7948182, -118.1541199), (33.7948198, -118.154336)]"
Terrace Ridge Lane,33.7948182,-118.1541199,"[(33.7948182, -118.1541199), (33.7948209, -118.1521868), (33.7948409, -118.1520795), (33.7948744, -118.1520232), (33.7949932, -118.1520002), (33.7951225, -118.1519814)]"
View Ridge Drive,33.7951225,-118.1519814,"[(33.7951225, -118.1519814), (33.7952709, -118.1519929), (33.7953184, -118.1520094), (33.795348, -118.1520527), (33.7953508, -118.1521332), (33.7953202, -118.1526536), (33.7953068, -118.152793), (33.7953158, -118.1529942), (33.7953447, -118.1531497), (33.795338, -118.1540188), (33.7953391, -118.1540939), (33.7953135, -118.1541422), (33.7952295, -118.1541727), (33.7949395, -118.1541346), (33.7948182, -118.1541199)]"
Ridge Park Court,33.7948182,-118.1541199,"[(33.7948182, -118.1541199), (33.7947155, -118.1541068), (33.7946336, -118.1540979), (33.7941054, -118.1541113), (33.7940162, -118.1540872), (33.7939449, -118.1540282), (33.7939092, -118.1539531), (33.7938802, -118.1538431), (33.793878, -118.1537305), (33.7939697, -118.153452), (33.7940052, -118.153379), (33.794277, -118.1528212), (33.7943127, -118.1527032), (33.7943104, -118.1525691), (33.7943015, -118.1522096), (33.7942703, -118.1521667), (33.7942079, -118.1521319), (33.7940117, -118.1521372), (33.7939516, -118.152201)]"
Anaheim Road,33.7806411,-118.1255056,"[(33.7806411, -118.1255056), (33.7804625, -118.1255873), (33.7803677, -118.1256312)]"
Ocean Avenue,33.7403229,-118.1068193,"[(33.7403229, -118.1068193), (33.7402863, -118.106745), (33.7399214, -118.1060218)]"
Central Avenue,33.7449553,-118.1105803,"[(33.7449553, -118.1105803), (33.7443372, -118.109823), (33.74375, -118.1091045), (33.7434441, -118.1087365), (33.7432208, -118.1082876), (33.7430058, -118.107848), (33.7427742, -118.1074026), (33.7425611, -118.1069703), (33.7423317, -118.1065271), (33.7421223, -118.1061093), (33.7418963, -118.1056602), (33.741684, -118.1052298), (33.7414894, -118.1048659), (33.7414396, -118.1047737)]"
1st Street,33.7446078,-118.1120406,"[(33.7446078, -118.1120406), (33.744921, -118.111824), (33.7456003, -118.111348)]"
1st Street,33.7494823,-118.105983,"[(33.7494823, -118.105983), (33.7494825, -118.1060988), (33.7489239, -118.1070399)]"
1st Street,33.749082,-118.1065385,"[(33.749082, -118.1065385), (33.7493175, -118.1061364), (33.7493361, -118.1061047), (33.7494823, -118.105983)]"
Grand Avenue,33.8041361,-118.1478771,"[(33.8041361, -118.1478771), (33.8040067, -118.1479494)]"
Grand Avenue,33.8040067,-118.1479494,"[(33.8040067, -118.1479494), (33.8039352, -118.1479894), (33.8039202, -118.1479978), (33.8036995, -118.1480448), (33.8034922, -118.1480528)]"
Walnut Avenue,33.8189246,-118.1719954,"[(33.8189246, -118.1719954), (33.8192915, -118.171993), (33.8194096, -118.1719914), (33.8221541, -118.1719869), (33.8242008, -118.171971), (33.8265733, -118.1719879), (33.826712, -118.1720106), (33.8268141, -118.1720202), (33.8277677, -118.1720185), (33.8282115, -118.1720176), (33.8286691, -118.1720171), (33.8289353, -118.1720168), (33.8291211, -118.1720157), (33.8314768, -118.1720146), (33.8319174, -118.1720127), (33.8324191, -118.1720267)]"
Ocean Avenue,33.7399214,-118.1060218,"[(33.7399214, -118.1060218), (33.7399187, -118.1060156), (33.7398693, -118.1059174), (33.7398211, -118.105827), (33.7398062, -118.1057998), (33.7397633, -118.1057149), (33.7396002, -118.1053956), (33.7394436, -118.1050909), (33.7394104, -118.1050221), (33.7393754, -118.1049542), (33.7389986, -118.1042214), (33.7389701, -118.104166), (33.7389314, -118.1040875), (33.7385302, -118.1032756), (33.7380907, -118.1024096), (33.7376397, -118.1015336), (33.7372486, -118.1007582)]"
Dory Way,33.7483881,-118.1073477,"[(33.7483881, -118.1073477), (33.7486022, -118.1069958), (33.7488091, -118.1066697), (33.7488227, -118.1065756)]"
Loma Avenue,33.7826019,-118.1502425,"[(33.7826019, -118.1502425), (33.782501, -118.1502441), (33.7821205, -118.1502529), (33.7807883, -118.1502615), (33.7800702, -118.1502559), (33.7800308, -118.1502556), (33.7794269, -118.1502526), (33.7790534, -118.150252), (33.7789702, -118.1502524), (33.7788817, -118.150252), (33.7772448, -118.1502511), (33.7771543, -118.1502515), (33.7770853, -118.1502509), (33.7758266, -118.1502491), (33.7754438, -118.1502482), (33.7753485, -118.1502483)]"
Loma Avenue,33.7753485,-118.1502483,"[(33.7753485, -118.1502483), (33.7752312, -118.1502485), (33.7736217, -118.1502569), (33.773538, -118.1502573), (33.7734387, -118.1502567), (33.7730805, -118.1502539), (33.7726221, -118.150253), (33.7721666, -118.1502508), (33.7720481, -118.1502523), (33.7718027, -118.1502535), (33.7717111, -118.1502547), (33.771622, -118.150255), (33.7712869, -118.1502562), (33.7708039, -118.1502616), (33.7699028, -118.15025), (33.7680878, -118.1502553), (33.7674942, -118.150256), (33.7667782, -118.1502561), (33.7663521, -118.1502568), (33.7662709, -118.150257), (33.7661987, -118.150257), (33.7649657, -118.1502576), (33.7645493, -118.1502581), (33.7644599, -118.1502591)]"
North Banner Drive,33.8404461,-118.1748257,"[(33.8404461, -118.1748257), (33.8402037, -118.1751432), (33.8401039, -118.1753492), (33.8400183, -118.1755895), (33.8399542, -118.1758385), (33.8399257, -118.1760444), (33.839888, -118.1763212)]"
East Marina Drive,33.7569218,-118.1123979,"[(33.7569218, -118.1123979), (33.7570453, -118.1125307), (33.7571359, -118.1126282)]"
East Marina Drive,33.7575163,-118.1131647,"[(33.7575163, -118.1131647), (33.7574159, -118.1130555), (33.7570859, -118.1126968)]"
Alamitos Avenue,33.7743687,-118.1804898,"[(33.7743687, -118.1804898), (33.7745069, -118.1804486)]"
Alamitos Avenue,33.7735349,-118.1807571,"[(33.7735349, -118.1807571), (33.7740441, -118.1806027)]"
Palo Verde Avenue,33.7976723,-118.1079224,"[(33.7976723, -118.1079224), (33.797518, -118.1080055)]"
Palo Verde Avenue,33.7975169,-118.1078487,"[(33.7975169, -118.1078487), (33.7976723, -118.1079224)]"
West Wardlow Road,33.8243994,-118.213712,"[(33.8243994, -118.213712), (33.824402, -118.2143497)]"
Harbor Plaza,33.7554629,-118.2007416,"[(33.7554629, -118.2007416), (33.7555731, -118.2007887), (33.7556334, -118.2008164)]"
Harbor Plaza,33.7553321,-118.2006935,"[(33.7553321, -118.2006935), (33.7554629, -118.2007416)]"
North Pacific Place,33.8250874,-118.2002307,"[(33.8250874, -118.2002307), (33.8247957, -118.2000597), (33.8244926, -118.1998539), (33.8241953, -118.199584), (33.8239127, -118.1993511), (33.8228009, -118.198576), (33.822649, -118.1984773), (33.8223716, -118.1983111)]"
North Pacific Place,33.8253325,-118.2003275,"[(33.8253325, -118.2003275), (33.8254072, -118.2003803)]"
South Pico Avenue,33.7598264,-118.2048437,"[(33.7598264, -118.2048437), (33.7595798, -118.2046291), (33.7595133, -118.2045859)]"
Orange Avenue,33.8131651,-118.1763289,"[(33.8131651, -118.1763289), (33.8130568, -118.1763258), (33.8129325, -118.1763259)]"
Orange Avenue,33.8136142,-118.1763304,"[(33.8136142, -118.1763304), (33.8132414, -118.1763303)]"
Temple Avenue,33.8105043,-118.1589052,"[(33.8105043, -118.1589052), (33.8108741, -118.1589029)]"
Harbor Plaza,33.7534236,-118.195436,"[(33.7534236, -118.195436), (33.7535931, -118.1954331)]"
Aquarium Way,33.7636597,-118.1972472,"[(33.7636597, -118.1972472), (33.7636964, -118.1972835), (33.7637303, -118.1972952), (33.7638415, -118.1973238)]"
Prospect Avenue,33.762359,-118.1404893,"[(33.762359, -118.1404893), (33.7621921, -118.1404897), (33.7621574, -118.1404909)]"
Palo Verde Avenue,33.7925217,-118.1079532,"[(33.7925217, -118.1079532), (33.79225, -118.1079569)]"
Palo Verde Avenue,33.792048,-118.1079572,"[(33.792048, -118.1079572), (33.7917604, -118.1079599)]"
Palo Verde Avenue,33.79225,-118.1079569,"[(33.79225, -118.1079569), (33.792048, -118.1079572)]"
Palo Verde Avenue,33.7915284,-118.1079648,"[(33.7915284, -118.1079648), (33.7913646, -118.1079647), (33.79106, -118.1079662)]"
Palo Verde Avenue,33.7917604,-118.1079599,"[(33.7917604, -118.1079599), (33.7915284, -118.1079648)]"
North Studebaker Road,33.7800693,-118.1028759,"[(33.7800693, -118.1028759), (33.7796439, -118.1030047)]"
East Broadway,33.7684701,-118.1768628,"[(33.7684701, -118.1768628), (33.7682359, -118.1750785)]"
Orange Avenue,33.7684701,-118.1768628,"[(33.7684701, -118.1768628), (33.7679736, -118.1769618), (33.7678796, -118.1769793), (33.7677553, -118.1770001), (33.7673326, -118.1770831), (33.7667711, -118.177186), (33.7662523, -118.1772835), (33.765683, -118.1773874)]"
East Broadway,33.7685805,-118.1777364,"[(33.7685805, -118.1777364), (33.7685082, -118.1771642)]"
Esperanza Avenue,33.7682359,-118.1750785,"[(33.7682359, -118.1750785), (33.7677358, -118.1751733), (33.7676482, -118.1751913), (33.7670916, -118.1752966), (33.7666534, -118.1753769), (33.7665363, -118.1754011), (33.7660196, -118.1754976), (33.7654457, -118.1756037)]"
East Broadway,33.7682359,-118.1750785,"[(33.7682359, -118.1750785), (33.7681247, -118.1742288), (33.768007, -118.1733508), (33.7679952, -118.1732585)]"
Temple Avenue,33.7753496,-118.158941,"[(33.7753496, -118.158941), (33.7754625, -118.1589403), (33.7756662, -118.1589395), (33.7756818, -118.1589393), (33.7758371, -118.158944), (33.7760005, -118.1589406), (33.7771558, -118.158931), (33.7786931, -118.1589376), (33.7789716, -118.158938), (33.7807873, -118.158944), (33.7821114, -118.1589377), (33.7823861, -118.1589377), (33.7826045, -118.158943), (33.7830846, -118.1589443), (33.7834044, -118.1589445), (33.7837222, -118.1589447), (33.7844233, -118.1589509), (33.7848716, -118.1589486), (33.7853269, -118.1589463), (33.78563, -118.1589435), (33.7859127, -118.1589402), (33.7861324, -118.15894), (33.7862382, -118.1589418), (33.7863005, -118.1589406), (33.7863308, -118.1589399), (33.786342, -118.1589399), (33.787137, -118.1589379), (33.788045, -118.158941), (33.7893615, -118.1589338), (33.7898543, -118.158936)]"
East Broadway,33.7655038,-118.1589553,"[(33.7655038, -118.1589553), (33.7651063, -118.157037), (33.765072, -118.1568701), (33.7650593, -118.156808), (33.7650465, -118.156741), (33.7650202, -118.1566123), (33.7649159, -118.1561022), (33.7647415, -118.155274), (33.7647192, -118.1551646), (33.7646001, -118.1546043)]"
Cherry Avenue,33.7675524,-118.1678592,"[(33.7675524, -118.1678592), (33.7678901, -118.1677921), (33.7684378, -118.1676892), (33.7685962, -118.1676631), (33.7687355, -118.1676555), (33.7689908, -118.1676671), (33.769913, -118.167665), (33.7701976, -118.1676648), (33.7703626, -118.1676658), (33.7708169, -118.1676677), (33.7711866, -118.1676644), (33.7712726, -118.167666), (33.7714631, -118.1676671), (33.7715165, -118.1676671)]"
Clark Avenue,33.7844703,-118.1340917,"[(33.7844703, -118.1340917), (33.7842361, -118.1340894), (33.7841759, -118.1340888), (33.7840161, -118.1340912), (33.7840035, -118.1340922), (33.783865, -118.134103)]"
Nieto Avenue,33.7687997,-118.1328715,"[(33.7687997, -118.1328715), (33.7687402, -118.1328713), (33.7684781, -118.1328733), (33.7680819, -118.1328791), (33.7662648, -118.132883), (33.7661932, -118.1328832), (33.764564, -118.1328916), (33.7645403, -118.1328917), (33.7644488, -118.132887)]"
Nieto Avenue,33.7688787,-118.1328757,"[(33.7688787, -118.1328757), (33.7689852, -118.1328694), (33.7691119, -118.1328641)]"
Ximeno Avenue,33.764456,-118.1415721,"[(33.764456, -118.1415721), (33.7645523, -118.1415722), (33.7660536, -118.1415756)]"
East 25th Street,33.802574,-118.1892604,"[(33.802574, -118.1892604), (33.8025734, -118.1891713), (33.8025706, -118.1887574), (33.8025735, -118.188235), (33.8025768, -118.1877258), (33.8025732, -118.187209)]"
West 51st Street,33.8487901,-118.1957877,"[(33.8487901, -118.1957877), (33.8487893, -118.1959703), (33.8487805, -118.19808)]"
West 51st Street,33.8487951,-118.1946027,"[(33.8487951, -118.1946027), (33.8487937, -118.1949451), (33.8487905, -118.1957006), (33.8487901, -118.1957877)]"
Bellflower Boulevard,33.8076793,-118.1253285,"[(33.8076793, -118.1253285), (33.8072673, -118.1253302)]"
Bellflower Boulevard,33.8077646,-118.125171,"[(33.8077646, -118.125171), (33.8086335, -118.1251661)]"
East 10th Street,33.7789832,-118.1807016,"[(33.7789832, -118.1807016), (33.7789811, -118.1801259), (33.7789819, -118.1795519)]"
East Broadway,33.7692764,-118.1824553,"[(33.7692764, -118.1824553), (33.7691745, -118.18209)]"
East 2nd Street,33.7570441,-118.1230134,"[(33.7570441, -118.1230134), (33.7570632, -118.1231181), (33.7571189, -118.1233982), (33.75719, -118.123759), (33.7572037, -118.1238401), (33.7573639, -118.1246665)]"
North Ravenna Drive,33.7570441,-118.1230134,"[(33.7570441, -118.1230134), (33.7570934, -118.1230104), (33.7571208, -118.1230008), (33.7572091, -118.1229604), (33.7573225, -118.122886), (33.7574777, -118.1227435), (33.7584343, -118.1215052), (33.758439, -118.1214986), (33.7585002, -118.1214131)]"
North Ravenna Drive,33.7569349,-118.1230278,"[(33.7569349, -118.1230278), (33.7570441, -118.1230134)]"
East Naples Plaza,33.7554631,-118.1194316,"[(33.7554631, -118.1194316), (33.7549146, -118.1191147), (33.7544141, -118.1188336), (33.753891, -118.1185407), (33.753317, -118.118198)]"
North Cordova Walk,33.7554631,-118.1194316,"[(33.7554631, -118.1194316), (33.7555058, -118.1193136), (33.7555249, -118.1192681), (33.7556114, -118.1189938), (33.7556559, -118.1188763), (33.7557754, -118.1186066), (33.7558094, -118.1185305)]"
Daggett Street,33.7931403,-118.1254196,"[(33.7931403, -118.1254196), (33.7931403, -118.1252731)]"
Bellflower Boulevard,33.7931403,-118.1254196,"[(33.7931403, -118.1254196), (33.7924129, -118.1254265)]"
Daggett Street,33.7931355,-118.1251252,"[(33.7931355, -118.1251252), (33.7931253, -118.1242695), (33.7931249, -118.1233856), (33.7931406, -118.1231021), (33.79317, -118.1230288), (33.7933018, -118.122924), (33.7935574, -118.1227505)]"
Bellflower Boulevard,33.7931403,-118.1252731,"[(33.7931403, -118.1252731), (33.7935305, -118.1252617), (33.793866, -118.1252605)]"
Daggett Street,33.7931403,-118.1252731,"[(33.7931403, -118.1252731), (33.7931368, -118.125145), (33.7931355, -118.1251252)]"
Bellflower Boulevard,33.7916766,-118.1254262,"[(33.7916766, -118.1254262), (33.791223, -118.1254047), (33.7909355, -118.1253745), (33.7905766, -118.1253149), (33.7903259, -118.1252532), (33.7899926, -118.1251499), (33.7898388, -118.1250238)]"
Garford Street,33.7916766,-118.1254262,"[(33.7916766, -118.1254262), (33.7916756, -118.125284)]"
Garford Street,33.7916741,-118.1251234,"[(33.7916741, -118.1251234), (33.7916705, -118.1242623), (33.79168, -118.1233904), (33.7916837, -118.122485)]"
Bellflower Boulevard,33.7916756,-118.125284,"[(33.7916756, -118.125284), (33.7924137, -118.1252761)]"
Garford Street,33.7916756,-118.125284,"[(33.7916756, -118.125284), (33.7916749, -118.1252117), (33.7916741, -118.1251234)]"
Garford Street,33.7916767,-118.1255646,"[(33.7916767, -118.1255646), (33.7916767, -118.1255187), (33.7916766, -118.1254262)]"
East Roosevelt Road,33.828944,-118.185071,"[(33.828944, -118.185071), (33.8289441, -118.184944), (33.8289404, -118.1844248), (33.8289392, -118.1838703), (33.8289393, -118.183338), (33.8289407, -118.1828), (33.8289395, -118.1822677), (33.8289397, -118.181729), (33.8289398, -118.1811949), (33.8289399, -118.180658)]"
Linden Avenue,33.8289383,-118.186455,"[(33.8289383, -118.186455), (33.8298946, -118.1864571), (33.831752, -118.186455)]"
Elm Avenue,33.832545,-118.1879404,"[(33.832545, -118.1879404), (33.8347582, -118.1879442), (33.835159, -118.1879449), (33.8352293, -118.187945), (33.835345, -118.1880208)]"
Falcon Avenue,33.7679952,-118.1732585,"[(33.7679952, -118.1732585), (33.7680949, -118.1732405), (33.7681866, -118.1732195), (33.7685016, -118.1731593), (33.7685307, -118.1731534), (33.7685941, -118.1731403), (33.7686941, -118.1731215), (33.7691488, -118.1730357), (33.769584, -118.1729536), (33.7696833, -118.1729373)]"
East Broadway,33.7679952,-118.1732585,"[(33.7679952, -118.1732585), (33.7679871, -118.1731945), (33.7679714, -118.173069), (33.7677671, -118.1715), (33.7675278, -118.169677), (33.767369, -118.168474)]"
College Park Drive,33.7750175,-118.1011983,"[(33.7750175, -118.1011983), (33.7748605, -118.1009837), (33.7748233, -118.1008606), (33.7748049, -118.100616), (33.7748017, -118.0984217), (33.774802, -118.0983043)]"
Linden Avenue,33.7680959,-118.186369,"[(33.7680959, -118.186369), (33.768625, -118.18637)]"
McNab Avenue,33.7887804,-118.1126098,"[(33.7887804, -118.1126098), (33.7888614, -118.1126102), (33.788911, -118.11261)]"
Atherton Street,33.7887804,-118.1126098,"[(33.7887804, -118.1126098), (33.7887839, -118.1147935)]"
McNab Avenue,33.788911,-118.11261,"[(33.788911, -118.11261), (33.7910052, -118.1125918), (33.7916821, -118.1125921), (33.7924379, -118.1125782), (33.7958381, -118.1125728)]"
McNab Avenue,33.7958381,-118.1125728,"[(33.7958381, -118.1125728), (33.7959913, -118.1125725)]"
Bellflower Boulevard,33.782107,-118.1224077,"[(33.782107, -118.1224077), (33.7819827, -118.122405)]"
Glendora Avenue,33.7633178,-118.1273071,"[(33.7633178, -118.1273071), (33.7633341, -118.127249), (33.7634892, -118.1270217), (33.763617, -118.1269641)]"
Bellflower Boulevard,33.7794743,-118.1224201,"[(33.7794743, -118.1224201), (33.7794145, -118.1224213)]"
Termino Avenue,33.7753381,-118.145907,"[(33.7753381, -118.145907), (33.775445, -118.1459068), (33.775794, -118.1459062), (33.7758177, -118.1459068), (33.7770628, -118.145908), (33.7770934, -118.145907), (33.7771552, -118.1459073), (33.7772198, -118.145909), (33.7772518, -118.1459087), (33.7773969, -118.1459095), (33.7776125, -118.1459076), (33.7785176, -118.1459045), (33.7788933, -118.1459078), (33.7789708, -118.1459075), (33.7790489, -118.1459075), (33.7794328, -118.14591), (33.779738, -118.1459053), (33.7798831, -118.1459031), (33.7802859, -118.1459012), (33.7803245, -118.1459034), (33.7807852, -118.1459112), (33.7811975, -118.1459121), (33.782208, -118.1459048), (33.7822382, -118.1459042), (33.7825976, -118.145908)]"
